image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;  CRjpeg;  CRgif;FC;SE;NPO;  MIGh; MIGs; MIGv ;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
411;Sushi-1;Asian;Complex;Transformed;Savory;;Food;0.2847;4.8557;67.6528;0.0556;0.3536;0.9794;0.3937;0.0011;0.3062;0.0881;2.594;2.1117;0.2983;0.0526;0.0708;0.0915;0.3847;3837;41.0219;0.4448;0.3372;0.2180;65.84;27.27;58;29.98;65.85;24.92;74.39;24.47;58.57;30.85;47.47;33.34;56.15;28.78;73.09;24.46;67.12;19.54;72.22;19.07;65.52;18.14;63.15;20.75;57.64;33.82;47.08;36.06;54.09;32.62;72.7;27.42
412;Sushi-2;Asian;Complex;Transformed;Savory;;Food;0.2894;4.9623;67.6446;0.0554;0.3475;0.9791;0.4556;0.0012;0.3040;0.0930;2.602;2.1533;0.3017;0.0509;0.0710;0.0850;0.3650;3872;39.5386;0.4369;0.3401;0.2230;58.42;31.66;47.16;35.03;60.92;31.09;68.24;24.46;53.03;32.33;43.14;34.87;50.84;33.53;66.58;22.82;66.25;19.79;75.62;19.24;62.59;18.82;59.85;17.97;49.27;38.22;33.22;38.12;47.16;38.36;69.64;28.6
413;Sushi-3;Asian;Complex;Transformed;Savory;;Food;0.3125;4.7606;67.5097;0.0564;0.3475;0.9781;0.3897;0.0011;0.3058;0.0814;2.591;2.0946;0.3000;0.0462;0.0734;0.0867;0.3997;4010;43.6852;0.4537;0.3264;0.2199;66.16;29.24;56.59;34.7;65.44;29.98;76.5;17.5;59.85;30.25;48.93;33.94;59.69;31.38;70.63;20.12;68.74;20.24;75.97;22.52;69.87;19.88;60.07;15.28;55.14;37.61;35.34;39.16;53;38.57;77.5;19.22
414;Boiled wipe and Bamboo shoot (gathered);Asian;Complex;Transformed;Savory;;Food;0.2104;4.5269;66.4032;0.0359;0.3672;0.9859;0.4086;0.0011;0.2633;0.0824;2.455;1.9674;0.2617;0.0366;0.0470;0.0722;0.2553;1459;27.4084;0.4589;0.3803;0.1607;33.03;23.47;27.51;22.17;28.48;22.12;46.61;22.11;27.06;21.44;22.24;19.61;22.9;16.86;39.11;24.3;63.41;25.97;63.78;25.55;54.24;30.17;72.32;18.51;28.75;23.24;21.84;20.88;26.38;19.57;42.32;25.23
415;Boiled wipe and Bamboo shoot (gathered);Asian;Complex;Transformed;Savory;;Food;0.1657;4.3623;65.1650;0.0309;0.3785;0.9874;0.3891;0.0011;0.2546;0.0766;2.442;1.8483;0.2667;0.0428;0.0441;0.0578;0.2392;1255;25.2786;0.4575;0.3886;0.1539;27.29;22.34;25.44;24.54;25.95;21.75;30.12;21.67;23.7;20.43;19.08;19.22;22.41;20.3;28.5;21;64.68;24.3;65.96;24.5;60.89;25.22;67.85;23.26;21.78;21.89;14.56;19.09;17.57;20.09;31.68;22.67
416;Boiled wipe and Bamboo shoot (spreaded);Asian;Complex;Transformed;Savory;;Food;0.2434;4.6970;66.5915;0.0445;0.3493;0.9829;0.4405;0.0011;0.2898;0.0934;2.604;2.1689;0.2683;0.0533;0.0615;0.0943;0.3465;1386;26.8537;0.4527;0.3875;0.1598;29.03;24.75;26.06;24.88;31.06;26.73;29.93;22.4;27.57;23.35;18.78;18.33;28.8;24.73;36.41;23.91;67;23.61;68.19;28.63;62;24.35;72.07;13.4;28.44;26.73;20.16;21.05;30.54;29.91;35.52;26.74
417;Bean paste rice cake wrapped in an oak leaf;Asian;2;Transformed;Sweet;;Food;0.1118;4.4016;65.4827;0.0301;0.3907;0.9876;0.3663;0.0012;0.2457;0.0765;2.362;1.7541;0.1850;0.0323;0.0314;0.0593;0.1894;657;11.7743;0.3793;0.3852;0.2355;54.57;26.04;37.61;28.15;55.33;22.29;69;18.65;45.01;25.91;33.68;24.88;45.75;24.18;54.39;25.56;55.44;21.99;56.5;24.22;58.08;19.05;51.42;23.2;41.02;29.28;23.89;28.17;38.67;25.47;59.23;24.33
418;Bean paste rice cake wrapped in an oak leaf, cut;Asian;3;Transformed;Sweet;;Food;0.0833;4.3673;64.9049;0.0278;0.3936;0.9883;0.3756;0.0012;0.2399;0.0741;2.259;1.7281;0.2117;0.0347;0.0271;0.0634;0.1834;856;10.2589;0.3839;0.3620;0.2541;49.65;27.98;42.24;27.93;40.56;25.74;66.42;22.6;43.92;28.85;35.78;27.57;35.11;27.82;61.29;23.69;49.37;22.09;52.97;25.94;45.93;17.31;48.06;20.82;38.8;29.78;29.24;25.83;27.15;27.57;60.35;24.6
419;Bean paste rice cake wrapped in an oak leaf, cut;Asian;3;Transformed;Sweet;;Food;0.0991;4.3833;65.5068;0.0305;0.3879;0.9875;0.3998;0.0012;0.2456;0.0748;2.310;1.7763;0.2150;0.0369;0.0327;0.0605;0.1972;885;11.0493;0.3854;0.3728;0.2418;45.73;24.84;32.52;21.84;50.31;26.25;53.26;21.78;38.79;24.71;26.71;21.17;43.53;29.25;45.14;19.25;45.72;21.02;45.58;23.92;45.66;22.53;45.91;17.1;39.24;31.2;25;23.7;36.44;31.46;54.43;30.82
420;Bean paste rice cake wrapped in a cherry leaf;Asian;2;Transformed;Sweet;;Food;0.0861;4.2447;65.6760;0.0241;0.4060;0.9910;0.3997;0.0011;0.2299;0.0703;2.233;1.7894;0.2200;0.0349;0.0180;0.0523;0.1544;974;13.1859;0.4361;0.3156;0.2483;47.08;29.07;34.48;27.14;46.74;28.14;61.5;26.49;42.49;27.86;31.94;27.88;41.79;26.13;55.14;25.8;46.91;21.47;49.35;23.99;44.76;20.91;47.11;19.69;36.28;31.77;19.29;21.23;29.97;28.77;63.64;28.1
421;Bean paste rice cake wrapped in a cherry leaf, cut;Asian;3;Transformed;Sweet;;Food;0.0827;4.2615;65.8508;0.0257;0.4024;0.9903;0.3995;0.0011;0.2327;0.0687;2.234;1.7973;0.2400;0.0332;0.0226;0.0392;0.1674;1052;12.9146;0.4438;0.3127;0.2434;35.98;27.24;22.53;21.79;34.06;24.9;51.53;27.44;35.12;27.27;25.47;26.06;32.12;26.22;48.07;25.34;41.47;20.05;44.77;25.68;36.97;15.45;43.13;17.74;30.68;30.29;15.5;19.43;24.79;28.08;52.33;30.01
422;Chilled Chinese noodles;Asian;Complex;Transformed;Savory;;Food;0.2570;4.8755;68.8344;0.0619;0.3422;0.9754;0.3889;0.0012;0.3178;0.0810;2.655;2.2087;0.3000;0.0533;0.0887;0.0994;0.4521;4084;39.5571;0.4475;0.3702;0.1823;51.23;23.82;53.03;23.88;50.6;23.29;49.63;24.85;46.58;24.89;46.56;27.93;45.9;25.38;47.25;20.95;60.18;20.09;69.28;15.42;57.47;21.59;51.63;19.67;41.01;29.11;40.05;31.34;37.97;29.76;45.03;25.95
423;Chilled Chinese noodles;Asian;Complex;Transformed;Savory;;Food;0.2846;4.7850;66.9356;0.0532;0.3412;0.9772;0.4346;0.0011;0.3142;0.0917;2.763;2.1436;0.3283;0.0549;0.0772;0.0956;0.4375;3522;42.7443;0.4607;0.3807;0.1587;51.3;26.08;53.36;25.34;58.87;25.78;40.66;24.63;43.13;26.8;38.64;26.35;50.45;28.5;40.86;24.67;61.6;22.49;69.08;21.72;63.94;19.71;49.83;22.08;43.09;28.42;38.17;29;52.48;26.4;39.17;28.25
424;Rice ball;Asian;3;Transformed;Savory;;Food;0.2768;4.6236;68.2261;0.0656;0.3111;0.9715;0.4133;0.0012;0.3266;0.1033;2.611;1.9248;0.1817;0.0344;0.1007;0.1059;0.4358;894;15.3187;0.3962;0.3737;0.2300;48.97;27.91;40.9;24.31;41.18;27.43;66.32;24.35;40.45;27.44;34.97;22.53;31.87;27.38;56.29;25.74;56.07;23.21;57.27;24.69;57.45;23.82;53.23;21.4;42.53;31.45;33.53;31.03;31.89;28.81;64.26;23.77
425;Rice ball;Asian;3;Transformed;Savory;;Food;0.2843;4.4931;68.6987;0.0666;0.3120;0.9730;0.4402;0.0011;0.3171;0.1010;2.546;1.9278;0.1850;0.0398;0.0936;0.0964;0.4194;796;13.5655;0.3926;0.3665;0.2409;42.08;30.02;26.09;24.67;33.94;29.47;67.97;16.11;32.33;28.42;22.41;25.4;26.97;27.39;48.72;26.03;55.16;24.44;53.41;27.69;54.2;25.65;58.06;19.4;38.63;33.09;19.79;25.15;29.43;30.6;68.72;20.3
426;Rice ball;Asian;3;Transformed;Savory;;Food;0.3057;4.5144;70.4398;0.0815;0.3073;0.9673;0.4073;0.0011;0.3309;0.0953;2.499;2.0514;0.1967;0.0450;0.1066;0.1296;0.4913;1020;14.7318;0.3937;0.3663;0.2400;48.14;28.15;34.58;27.81;45.82;27.34;63.66;21.68;42.69;28.33;27;27.24;42.64;26.14;57.94;23.46;57.71;22.88;60.29;26.72;62;19.89;50.78;20.71;40.66;32.66;21.9;29.21;39.55;34.15;59.97;22.4
427;Rice ball, cut;Asian;4;Transformed;Savory;;Food;0.1556;4.7138;69.9806;0.0818;0.3284;0.9696;0.3964;0.0011;0.3306;0.1020;2.508;2.1045;0.2317;0.0604;0.1025;0.0966;0.4600;1772;18.8751;0.3818;0.3454;0.2729;56.62;28.41;46.85;29.28;55;30.12;69.35;19.99;48.34;29.23;35.26;27.79;51.56;30.57;58.61;24.16;67.46;19.29;77.18;14.99;67.05;17.89;57.32;20.28;48.23;33.01;29.53;29.78;45.67;33.18;71.97;19.6
428;Melon-flavored bun;Asian;1;Transformed;Sweet;;Food;0.2055;4.5423;63.6343;0.0264;0.4143;0.9884;0.3566;0.0012;0.2569;0.0816;2.572;1.7834;0.1367;0.0343;0.0321;0.0693;0.2069;1139;37.5253;0.4153;0.4188;0.1658;53.54;25.65;43.49;23.2;49.14;25.77;70.97;19.45;44.66;26.86;31.86;21.93;40.26;25.2;65.41;22.24;33.48;18.38;33.09;22.12;31.86;15.94;35.93;16.42;39.57;31.28;21.97;23.36;38;30.24;62.69;26.59
429;Melon-flavored bun;Asian;2;Transformed;Sweet;;Food;0.2300;4.5480;65.9162;0.0312;0.4091;0.9868;0.4052;0.0012;0.2643;0.0825;2.605;1.9812;0.2317;0.0376;0.0421;0.0743;0.2468;2059;42.7639;0.4449;0.4065;0.1487;44.24;25.75;36.28;22.15;38.91;27.88;57.45;21.93;42.9;25.18;33.56;23.12;40.03;26.85;54.91;20.87;30.59;18.41;29.78;20.35;28.03;18.85;34;15.84;39.31;28.86;29.22;24.03;31.79;29.19;56.85;25.15
430;Deep-fried curry bread (ellipse) ;Asian;1;Transformed;Savory;;Food;0.1581;4.1863;67.8656;0.0441;0.3705;0.9809;0.3483;0.0012;0.2645;0.0746;2.381;1.7840;0.1117;0.0400;0.0460;0.0736;0.2785;1386;32.6857;0.5971;0.3130;0.0900;40.09;23.62;31.66;20.66;39.38;24.32;51.53;22.31;34.09;25.35;26.37;19.54;28.03;25.68;50.33;24.69;28.3;19.2;26.53;19.54;24.25;17.49;34.87;19.42;33.36;27.02;19.97;20.07;31.13;28.05;52.7;22.57
431;Deep-fried curry bread (circle) ;Asian;1;Transformed;Savory;;Food;0.1101;4.1725;66.2427;0.0328;0.3894;0.9858;0.3450;0.0012;0.2491;0.0715;2.309;1.7269;0.1500;0.0417;0.0313;0.0586;0.2240;1383;29.1675;0.6013;0.3291;0.0696;46.82;24.12;40.8;24.07;47.17;24.66;53.57;22.48;40.91;24.53;30.88;21.67;45.77;25.88;48.49;23.11;31.53;20.83;30.34;22.87;29.97;19.03;34.26;20.1;38.27;26.6;31.83;25.74;37.5;28.87;46.49;23.98
432;Deep-fried curry bread (ellipse and circle) ;Asian;2;Transformed;Savory;;Food;0.2551;4.4730;68.7115;0.0599;0.3326;0.9738;0.3851;0.0012;0.3091;0.0938;2.600;1.9111;0.1567;0.0465;0.0678;0.0959;0.3962;1863;44.0773;0.5923;0.3253;0.0824;45.57;24.39;38.14;25.69;43.34;24.49;55.82;19.78;41.89;25.44;35.83;23.97;37.38;27.25;53.32;21.47;27.3;17.89;24.79;17.06;24.25;17.51;33.39;18.23;39.16;28.39;28.97;27.06;34;28.19;55.61;23.04
433;Deep-fried curry bread, cut;Asian;2;Transformed;Savory;;Food;0.1641;4.2388;67.5931;0.0404;0.3716;0.9834;0.3704;0.0011;0.2631;0.0774;2.420;1.9007;0.1667;0.0384;0.0432;0.0778;0.2739;1531;33.9306;0.5735;0.3381;0.0884;50.6;23.74;41.55;20.1;50.72;25.48;59;22.84;45.44;26.63;36.87;25.05;40.97;28.2;57.42;22.76;26.71;17.56;19.71;13.25;26.55;19.96;33.42;16.7;44.04;30.95;38.55;31.08;39.38;29.52;53.3;30.81
434;Deep-fried curry bread, cut ;Asian;4;Transformed;Savory;;Food;0.2820;4.5309;68.1095;0.0556;0.3229;0.9763;0.3971;0.0011;0.3065;0.0898;2.632;2.0327;0.1983;0.0458;0.0687;0.0911;0.3921;1902;48.5025;0.5737;0.3443;0.0820;49.96;23.66;42.29;25.44;49.14;22.75;56.81;21.93;46.72;25.83;38.83;28.58;45.17;25.93;54.58;21.8;30.56;19.22;27.13;19.65;32.97;21.26;30.48;16.47;41.72;27.6;27.04;28.68;40.86;24.46;54.06;24.91
435;Pickled dish (seaweed, cucumber and octopus);Asian;Complex;Transformed;Savory;;Food;0.2519;4.7031;67.6168;0.0441;0.3791;0.9828;0.3504;0.0012;0.2682;0.0874;2.335;1.8984;0.2950;0.0518;0.0508;0.0772;0.2884;2226;14.1766;0.3582;0.3407;0.3011;47.37;27.06;38.21;25.11;37.5;25.19;65.03;21.58;40.39;26.95;29.73;22.46;34.56;25.56;55.77;25.66;67.42;23.88;65.09;26.66;55.34;22.73;80.66;14.02;35.43;30.64;27.39;27.37;21.78;26.79;55.49;26.87
436;Meat and potato stew;Asian;Complex;Transformed;Savory;;Food;0.4867;4.8915;66.3200;0.0379;0.3410;0.9841;0.3775;0.0012;0.2776;0.0907;2.430;1.9297;0.2567;0.0488;0.0441;0.0766;0.2793;2107;42.8575;0.3920;0.3360;0.2720;40.42;23.22;36.07;20.7;37.6;23.27;47.67;24.2;35.07;22.76;28.62;18.21;30.9;24.65;45.79;20.66;41.64;21.26;42.9;22.8;36.68;19.49;46.55;21.26;31.49;26.55;25.21;21.58;26.53;26.63;43.03;27.36
437;Bibimbap bowl;Asian;Complex;Transformed;Savory;;Food;0.4276;5.1511;68.7394;0.0614;0.3269;0.9760;0.3560;0.0012;0.3171;0.0955;2.491;2.1119;0.3167;0.0633;0.0779;0.0941;0.4166;3739;28.0849;0.3747;0.3367;0.2886;53.95;27.18;45.75;27.21;52.51;27.21;62.97;25.1;52.27;26.86;41.78;24.46;51.76;26.79;62.4;25.89;55.24;22.21;56.41;19.47;53.7;25.41;55.8;21.47;45.94;31.1;31.25;26.91;46.54;31.98;58.74;28.54
438;Bibimbap bowl;Asian;Complex;Transformed;Savory;;Food;0.4141;5.2469;67.6934;0.0588;0.3236;0.9760;0.4030;0.0012;0.3217;0.0976;2.560;2.2176;0.2800;0.0667;0.0735;0.1024;0.4153;4146;33.2253;0.3828;0.3366;0.2806;47.36;27.37;39.51;26.29;47.53;27.75;56.55;26.14;43.89;28.75;34.86;25.48;43.22;29.73;55.35;28.27;54.07;20.8;59.57;21.55;51.78;20.01;49.87;19.89;37.76;30.57;27.59;26.44;38.31;32.87;49.32;29.37
439;Skewered rice dumplings in a sweet soy glaze;Asian;1;Transformed;Sweet;;Food;0.0621;4.2895;65.3237;0.0226;0.4034;0.9922;0.3424;0.0012;0.2240;0.0689;2.038;1.8035;0.2067;0.0349;0.0196;0.0550;0.1543;1410;19.8514;0.5988;0.3073;0.0939;39.95;28.45;23.09;24.99;35.77;25.53;60.21;21.5;36.39;27.06;23.69;25.96;32.48;26.63;52.36;20.41;36.67;22.2;29.81;21.53;33.19;22.42;46.58;19.55;36.59;32.38;18;25.48;27.61;30.01;63.06;22.22
440;Skewered rice dumplings in a sweet soy glaze;Asian;1;Transformed;Sweet;;Food;0.0517;4.2507;63.6465;0.0219;0.4139;0.9921;0.3886;0.0012;0.2238;0.0712;2.082;1.7128;0.2017;0.0320;0.0156;0.0504;0.1599;1189;18.1424;0.6163;0.3023;0.0814;38.05;28.47;26.4;21.12;31.62;27.08;57.03;27.52;36.8;26.69;29.2;23.78;30;22.47;52.03;27.95;32.75;19.51;25.23;15.36;28.81;19.51;44.79;18.05;34.83;31.03;19.63;22.42;25.16;25.11;61;28.32
441;Skewered rice dumplings in a sweet soy glaze;Asian;3;Transformed;Sweet;;Food;0.1761;4.4513;67.5824;0.0414;0.3405;0.9854;0.3960;0.0012;0.2603;0.0758;2.241;2.0718;0.3067;0.0441;0.0490;0.0795;0.2736;2144;38.3492;0.5801;0.3179;0.1020;43.09;30.13;28.25;22.27;29.86;26.12;72.71;17.88;41.11;29.99;32.86;25.89;27.79;27.66;63.16;24.43;33.98;19.24;29.92;16.07;29;20.67;43.35;18.35;39.79;32.84;23.31;23.96;29.28;30.05;68.77;24.51
442;Skewered rice dumplings in a sweet soy glaze;Asian;3;Transformed;Sweet;;Food;0.1466;4.5651;66.3405;0.0440;0.3595;0.9857;0.3923;0.0012;0.2571;0.0785;2.211;1.9130;0.3050;0.0417;0.0399;0.0661;0.2847;1756;32.4631;0.6067;0.3077;0.0856;40.03;27.36;26.31;24.69;35.93;28.13;56.3;19.94;36.42;25.95;23.5;22.41;33.5;25.85;50.48;22.45;32.76;18.85;27.12;21.39;31.48;18.08;38.91;16.4;34.32;28.54;16.58;16.96;27.84;26.41;56.94;24.34
443;Skewered rice dumplings in a sweet soy glaze;Asian;3;Transformed;Sweet;;Food;0.1486;4.3675;66.7714;0.0378;0.3611;0.9867;0.3813;0.0012;0.2524;0.0740;2.148;1.9126;0.2467;0.0454;0.0380;0.0661;0.2583;2035;34.9230;0.5760;0.3203;0.1037;46.37;30.21;34.58;25.74;36.94;30.05;68.41;21.94;42.82;29.1;31.03;24.44;38.69;30.41;58.88;25.08;31.16;21.01;28.45;21.3;25.08;19.18;40.63;19.95;39.94;32.97;26.16;25.57;30.03;30.83;64.44;28.42
444;Japanese style skewered chicken (chicken meatloaf made with egg);Asian;1;Transformed;Savory;;Food;0.0760;4.1977;66.2082;0.0265;0.4007;0.9907;0.3981;0.0012;0.2345;0.0706;2.251;1.8454;0.2400;0.0414;0.0273;0.0538;0.1735;1372;17.5161;0.5721;0.3129;0.1150;37.25;25.32;31.53;24.71;39.5;27.97;41.97;22.19;36.43;26.59;28.68;25.4;38.38;26.81;44.03;26.06;33.08;19.93;22.89;14.46;38.35;21.93;40;18.73;32.37;29.3;24.71;28.87;31.35;31.26;43.23;24.81
445;Japanese style skewered chicken (Thigh and Green onion);Asian;1;Transformed;Savory;;Food;0.0821;4.2745;66.0587;0.0282;0.3994;0.9897;0.3757;0.0011;0.2391;0.0693;2.367;1.8827;0.2217;0.0408;0.0307;0.0620;0.1953;1376;18.3198;0.5383;0.3299;0.1318;49.13;28.81;41.03;29.46;50.71;29.21;55.49;26.8;46.44;28.29;39.88;29.94;48.96;28.76;50.6;25.89;40.43;21.86;39.67;24.25;40.04;22.72;41.46;19.22;44.57;33.04;34.3;31.65;40.61;34.29;57.43;29.79
446;Japanese style skewered chicken (Thigh and Green onion);Asian;3;Transformed;Savory;;Food;0.2431;4.6575;69.1157;0.0610;0.3284;0.9768;0.3954;0.0011;0.3026;0.0899;2.522;2.2408;0.2867;0.0531;0.0772;0.0989;0.4079;1964;35.6292;0.5240;0.3412;0.1348;61.46;26.44;53.37;28.59;59.69;26.78;71.44;20.69;53.15;29.76;45.86;29.62;49.31;33.26;64.26;23.28;42.77;23.46;39.29;22.68;43.03;27.21;46.12;20.42;56.56;31.18;51.03;32.41;53.06;33.18;65.56;26.47
447;Japanese style skewered chicken (chicken meatloaf made with egg);Asian;2;Transformed;Savory;;Food;0.1372;4.3765;67.7898;0.0384;0.3704;0.9860;0.3929;0.0012;0.2541;0.0734;2.342;1.9917;0.2500;0.0424;0.0465;0.0715;0.2452;1756;26.7557;0.5546;0.3250;0.1204;48.41;25.33;47.94;27.61;53.35;24.09;43.94;23.98;43.01;25.55;41.79;30.88;48.82;23.21;38.41;21.15;34.92;18.42;30.79;18.88;36.59;18.75;37.38;17.45;43.33;29.99;39.97;32.84;45.56;31.07;44.47;26.29
448;Japanese style skewered chicken (Assorted);Asian;5;Transformed;Savory;;Food;0.3023;4.7993;69.4666;0.0669;0.3091;0.9738;0.4069;0.0012;0.3205;0.0946;2.657;2.2264;0.2783;0.0512;0.0946;0.1095;0.4512;2051;39.8242;0.5259;0.3408;0.1333;67.61;23.05;56.54;26.52;66.85;23.19;77.62;14.43;58.97;27.07;50.57;28.27;57.21;27.63;67.91;23.26;40.75;21.08;34.43;21.79;40.51;20.31;46.24;20.44;61.41;30.57;54.39;33.4;53.28;33.69;76.5;16.06
449;Chinese cabbage pickles;Asian;Complex;Transformed;Savory;;Food;0.2664;4.6796;63.7487;0.0327;0.3965;0.9856;0.3811;0.0012;0.2661;0.0872;2.662;1.8662;0.2217;0.0448;0.0423;0.0658;0.2641;1682;36.6399;0.4160;0.3743;0.2098;44.25;25.16;33.9;27.46;37.71;20.42;59.66;20.01;36.45;27.74;24.47;21.13;30.69;24.3;52.49;29.03;66.17;21.44;64.93;26.45;60.83;19.44;72.57;17.06;32.86;29.28;19.73;24.49;26.34;26.18;50.63;27.9
450;Yellow pickled radish;Asian;2;Transformed;Savory;;Food;0.0481;4.1533;61.3739;0.0111;0.4440;0.9951;0.3670;0.0012;0.2118;0.0721;2.428;1.6738;0.1700;0.0436;0.0130;0.0461;0.1336;803;33.0161;0.5347;0.4578;0.0075;31.48;23.41;30.84;22.26;36.21;20.87;27.7;26.87;25.67;22.51;23.24;24.41;26.14;19.07;28.2;23.55;45.53;25.49;51.73;27.67;41.21;21.68;42.07;25.38;21.77;23.91;21.86;25.85;18.59;18.21;24.73;26.53
451;Yellow pickled radish, gathered;Asian;Complex;Transformed;Savory;;Food;0.2578;4.4130;62.0375;0.0203;0.4082;0.9907;0.3925;0.0012;0.2419;0.0751;2.649;1.7707;0.1817;0.0353;0.0172;0.0483;0.2042;1044;70.5537;0.5491;0.4426;0.0082;51.73;25.05;51.66;27.33;51.09;25.94;52.4;22.62;39.86;24.15;36.16;26.04;40.73;25.41;42.43;21.26;59.36;24.28;61.38;26.92;62.36;23.76;54.69;22.13;43.08;29.57;37.5;29.98;44.48;30.34;46.86;28.55
452;Yellow pickled radish, spreaded;Asian;Complex;Transformed;Savory;;Food;0.4479;4.6397;62.7116;0.0223;0.4505;0.9903;0.4663;0.0011;0.2520;0.0814;2.732;1.9176;0.2183;0.0324;0.0261;0.0589;0.2491;1101;94.7708;0.5430;0.4511;0.0058;51.09;25.36;46.85;24.89;53.19;26.52;53.3;24.66;42.56;26.18;38.47;26.61;44.41;27.7;44.93;24.01;57.18;23.37;63.03;22.16;51.97;23.26;56.97;24.05;42.23;28.32;33.03;27.48;39.7;27.57;55.77;25.79
453;Simmered bamboo shoots with dried bonito flake, spreaded;Asian;5;Transformed;Savory;;Food;0.1737;4.4208;65.9688;0.0304;0.3757;0.9882;0.4108;0.0011;0.2594;0.0784;2.450;2.0326;0.2300;0.0520;0.0358;0.0760;0.2502;1147;31.5860;0.4831;0.3589;0.1580;26.53;21.18;15.44;14.04;27.44;18.59;37.03;24.47;23.62;23.36;11.06;10.98;27.25;24.61;32.84;26.24;48.28;26.39;36.66;26.66;41.28;21.55;67.52;19.73;23.81;27.09;9.06;14.36;25.06;27.3;37.74;29.71
454;Simmered bamboo shoots with dried bonito flake, gathered;Asian;5;Transformed;Savory;;Food;0.1386;4.3050;65.2019;0.0263;0.3926;0.9893;0.3903;0.0011;0.2484;0.0753;2.459;1.8768;0.2217;0.0466;0.0289;0.0656;0.2087;1078;28.0488;0.4697;0.3595;0.1709;27.3;24.4;16.18;14.47;20;20.38;47.64;25.19;24.93;24.28;16.74;20.16;17.91;20.75;41.61;24.14;52.29;24.39;48.58;22.72;41;24.09;68.18;18.06;22.47;26.57;7.32;10.41;14.79;21.87;47.82;26.04
455;Simmered bamboo shoots with dried bonito flake ;Asian;1;Transformed;Savory;;Food;0.0447;4.1993;64.1272;0.0165;0.4331;0.9939;0.3994;0.0011;0.2207;0.0742;2.301;1.7689;0.2300;0.0462;0.0101;0.0451;0.1391;835;16.7178;0.4730;0.3614;0.1656;20.18;17.59;12.59;11.17;15.43;13.44;31.88;20.23;19.34;18.86;10.79;11.39;20.97;22.94;25.12;17.07;46.74;24.82;34.62;20.05;40.14;21.13;64.39;22.8;20.29;24.57;10.17;17.32;11.37;12.33;38.64;29.32
456;Simmered bamboo shoots with dried bonito flake, gathered in cup;Asian;Complex;Transformed;Savory;;Food;0.3014;4.6759;64.2552;0.0283;0.3882;0.9878;0.3710;0.0012;0.2517;0.0807;2.434;1.8331;0.2050;0.0471;0.0315;0.0786;0.2054;1170;25.5267;0.3811;0.3403;0.2787;34.75;26.77;17.88;16.78;30.71;23.17;55.91;24.79;30.95;25.5;18.3;19.99;27.2;22.07;47.58;25.49;51.27;27.47;33.48;23.71;47.37;25.31;73.18;16.68;28.1;29.87;10.27;12.24;19.83;25.46;54.7;28.58
457;Steamed meat bun;Asian;1;Transformed;Savory;;Food;0.1978;4.5644;62.3696;0.0203;0.3910;0.9912;0.3826;0.0012;0.2338;0.0803;2.507;1.7624;0.1550;0.0417;0.0179;0.0525;0.1499;714;17.5727;0.3728;0.3505;0.2767;52.31;24.17;40.68;21.62;53.75;21.95;65.41;22.73;46.13;24.22;32.7;19.6;50.09;23.77;58.94;21.98;38;18.67;34.7;20.67;35.25;16.21;44.88;16.94;42.9;29.62;25.98;24.39;46.13;27.72;60.84;26.19
458;Steamed meat bun;Asian;2;Transformed;Savory;;Food;0.3839;4.6843;62.4589;0.0261;0.3852;0.9882;0.4165;0.0011;0.2550;0.0860;2.668;1.8877;0.1883;0.0420;0.0242;0.0654;0.1982;901;21.8835;0.3694;0.3491;0.2815;60.86;23.48;51.57;26.48;61.69;20.13;69.53;20.39;53.51;26.04;46.74;26.42;53.92;26.73;60.06;23.8;40.5;18.74;35.86;17.65;39.06;18.67;46.82;18.69;55.57;28.29;42.8;27.97;53.97;28.8;70.41;20.82
459;Steamed meat bun, cut;Asian;2;Transformed;Savory;;Food;0.1914;4.5046;65.3454;0.0299;0.4058;0.9871;0.3628;0.0012;0.2606;0.0861;2.550;1.8439;0.1883;0.0426;0.0345;0.0709;0.2177;1116;16.9655;0.3805;0.3477;0.2718;48.05;25.62;30.24;23.94;56.15;22.35;57.52;21.3;44.16;25.73;28.55;22.93;51.35;24.77;52.36;22.66;36.67;17.91;29.45;16.86;41.12;17.87;39.3;17.23;41.76;29.77;23.36;24.28;44.03;29.73;57.82;24.9
