image nr;Description;Food classification;Complexity (amount, number of items);Natural vs transformed;Sweet vs savory;State of food;Food vs nonfood;FPC;S;P;C;E;H;SS;AN;  CRjpeg;  CRgif;FC;SE;NPO;  MIGh; MIGs; MIGv ;MGS;NC;CF;R;G;B;Average_Valence_ALL;St_dev_Valence_ALL;Average_Valence_UK;St_dev_Valence_UK;Average_Valence_US;St_dev_Valence_US;Average_Valence_JP;St_dev_Valence_JP;Average_Arousal_ALL;St_dev_Arousal_ALL;Average_Arousal_UK;St_dev_Arousal_UK;Average_Arousal_US;St_dev_Arousal_US;Average_Arousal_JP;St_dev_Arousal_JP;Average_Health_ALL;St_dev_Health_ALL;Average_Health_UK;St_dev_Health_UK;Average_Health_US;St_dev_Health_US;Average_Health_JP;St._dev_Health_JP;Average_Desire_ALL;St_dev_Desire_ALL;Average_Desire_UK;St_dev_Desire_UK;Average_Desire_US;St_dev_Desire_US;Average_Desire_JP;St_dev_Desire_JP
361;Candied sweet potato  (spreaded);Asian;Complex;Transformed;Sweet;;Food;0.2070;4.4629;67.5042;0.0399;0.3469;0.9851;0.4210;0.0011;0.2719;0.0831;2.408;1.9591;0.2517;0.0494;0.0441;0.0910;0.2798;1858;40.6227;0.5663;0.3716;0.0621;38.02;27.34;21.33;17.86;30.34;21.47;62.91;22.98;34.76;26.49;21.27;18.09;25.69;22.02;57.75;22.95;39.76;22.62;34.88;23.81;33.31;22.08;51.25;17.53;33.11;31.24;14.15;18.86;23.13;24.93;62.66;25.45
362;Candied sweet potato (gathered);Asian;Complex;Transformed;Sweet;;Food;0.1438;4.2731;66.6285;0.0352;0.3638;0.9866;0.4077;0.0012;0.2524;0.0743;2.292;1.8598;0.2667;0.0508;0.0438;0.0750;0.2545;1918;35.9931;0.5465;0.3685;0.0850;40.46;26.63;29.94;20.3;30.24;22.85;65.1;20.75;35.2;25.62;26.1;19.74;26.92;22.35;55.79;23.93;45.73;23.44;44.32;22.46;43.87;24.55;49.69;23.32;33.55;28.65;19.52;18.24;23.82;21.7;61.31;26.84
363;Sakura shrinp;Asian;Complex;Natural;Savory;;Food;0.2780;4.7278;70.2299;0.0744;0.3378;0.9692;0.3921;0.0011;0.3313;0.1060;2.696;2.3735;0.1433;0.0430;0.0904;0.1251;0.5408;2097;45.9519;0.5239;0.3044;0.1717;27.62;22.82;20.16;19.3;20.72;19.87;43.38;21.97;23.85;20.84;18.26;17.62;18.75;23.96;35.59;16.22;57.59;21.86;56.53;24.49;46.47;18.13;69.97;15.02;22.84;22.36;16.16;18.08;15.97;22.92;37.66;19.59
364;Thick omelet;Asian;1;Transformed;Sweet;;Food;0.1125;4.4362;63.4326;0.0206;0.4100;0.9906;0.3904;0.0012;0.2398;0.0694;2.400;1.7856;0.1717;0.0417;0.0275;0.0609;0.1851;1403;34.3854;0.5027;0.3768;0.1205;36.92;25.92;20.62;18.86;34.71;23.54;56.59;21.94;31.56;22.96;20.62;20.28;29.06;21.5;45.84;20.11;40.65;22.87;30.62;24.91;37.59;21.02;54.56;14.81;33.18;28.49;14.97;19.64;31.03;27.58;54.81;22.79
365;Thick omelet;Asian;4;Transformed;Sweet;;Food;0.1416;4.5223;64.0470;0.0249;0.4003;0.9886;0.3714;0.0012;0.2521;0.0792;2.564;1.8573;0.1833;0.0477;0.0351;0.0681;0.2258;1570;38.9340;0.5076;0.3771;0.1154;46.41;24.94;35.76;23.82;44.12;23.38;59.73;22.03;37.61;24.87;26.09;21.68;35.06;24.9;52.12;21.08;45.39;21.36;38.79;23.15;39.15;17.02;58.61;17.49;42.09;30;25.21;26.21;37.29;28.49;64.42;20.59
366;Thick omelet;Asian;4;Transformed;Sweet;;Food;0.1486;4.4695;63.9856;0.0227;0.4000;0.9896;0.3854;0.0012;0.2502;0.0768;2.530;1.8531;0.2067;0.0487;0.0353;0.0655;0.2171;1526;38.9211;0.5047;0.3754;0.1199;45.26;25.82;32.1;20.63;36.35;24.52;65.18;18.36;35.86;25.29;23.59;20.81;29.19;22.79;52.91;22.2;42.26;22.45;30.07;22.52;37.19;20.44;57.73;14.41;37.99;29.53;23;24.01;28.45;28.48;60.12;21.12
367;Sweet boiled beans;Asian;Complex;Transformed;Sweet;;Food;0.1067;4.1959;66.8923;0.0337;0.3909;0.9891;0.4035;0.0012;0.2354;0.0694;2.242;1.8390;0.2083;0.0408;0.0347;0.0766;0.1946;845;16.2289;0.5744;0.2682;0.1574;36.36;24.84;32.34;27.03;34;22.31;43.03;24.46;30.02;22.49;25.5;24.8;27.76;18.48;37.1;22.86;58.6;23.11;54.59;27.54;56.7;22.28;64.77;17.8;27.11;25.68;22.03;27.48;23.52;24.15;36.19;23.63
368;Sweet boiled beans;Asian;Complex;Transformed;Sweet;;Food;0.1115;4.4690;67.8556;0.0498;0.3816;0.9848;0.4236;0.0012;0.2616;0.0816;2.425;2.0793;0.2367;0.0453;0.0452;0.0774;0.2672;859;15.2799;0.5152;0.2843;0.2005;27.22;21.12;23.58;23.7;23.9;17.1;34.56;19.85;24.32;20.28;19.63;17.21;22.69;21.72;31.38;20.96;56.42;25.86;51.34;29.37;58.86;26.3;60.25;20.18;23.15;20.59;19.97;21.62;20.59;16.36;29.25;22
369;Kinpira burdock;Asian;Complex;Transformed;Savory;;Food;0.3095;4.5948;69.5196;0.0700;0.3160;0.9707;0.3733;0.0011;0.3176;0.1035;2.567;2.1684;0.2500;0.0635;0.0897;0.1189;0.5067;1863;40.0993;0.5544;0.3398;0.1058;46.1;24.32;33.85;21.2;46.68;25.08;57.03;21.25;40.28;24.77;27.15;19.08;41.16;26.85;51.71;21.63;50.5;22.64;40.3;19.18;41.3;19.93;69.83;14.94;39.97;28.41;34.45;26.33;33.59;31.34;51.91;23.57
370;Kinpira burdock;Asian;Complex;Transformed;Savory;;Food;0.1716;4.2842;67.0981;0.0446;0.3639;0.9809;0.3615;0.0011;0.2709;0.0836;2.377;1.8993;0.2650;0.0548;0.0585;0.0725;0.3469;1785;29.9126;0.5463;0.3400;0.1137;41.69;22.94;36.31;22.82;41.61;23.08;48.88;21.6;35.85;23.48;31.2;22.79;30.9;22.54;46.53;22.29;50.23;24.27;43.22;21.67;40.71;22.36;68.18;19.53;36.35;28.01;28.02;27.25;33.58;27.95;49.88;24.51
371;Simmered hijiki;Asian;Complex;Transformed;Savory;;Food;0.1115;4.6570;72.1675;0.1080;0.3305;0.9695;0.3676;0.0012;0.3158;0.0972;2.332;2.3630;0.3333;0.0826;0.1148;0.1169;0.5218;1753;21.6700;0.4518;0.3433;0.2049;28.72;23.28;21.15;21.23;23.09;18.28;41.71;24.64;27.4;23.24;20.79;19.73;21;19.52;40.21;24.97;57.1;28.13;48.97;29.13;43.74;23.17;78.35;17.97;26.34;24.82;16.21;20.1;14.62;12.69;47.88;24.32
372;Simmered hijiki;Asian;Complex;Transformed;Savory;;Food;0.0573;4.2814;68.5136;0.0471;0.3821;0.9843;0.3590;0.0012;0.2496;0.0675;2.049;1.8576;0.2833;0.0539;0.0581;0.0642;0.2635;1511;15.3217;0.4495;0.3449;0.2056;35.75;26.65;25.2;18.82;29.93;26.31;53.64;26.54;30.04;24.66;21.53;17.51;26.76;23.18;43.24;28.22;59.95;25.19;50.75;22.4;47.41;18.28;82.12;18.54;32.43;28.47;16.45;14.54;27.69;25.31;55.97;28.81
373;Thick-rolled sushi;Asian;4;Transformed;Savory;;Food;0.1403;4.6621;67.5926;0.0488;0.3607;0.9825;0.3718;0.0012;0.2820;0.0876;2.469;2.0055;0.2750;0.0527;0.0590;0.0717;0.2960;2520;25.4587;0.4126;0.3560;0.2314;56.88;26.73;51.2;29.47;60.14;30.05;60.59;18.22;50.5;28.84;41.77;29.68;55.43;31.11;56.28;23.36;64.01;20.27;72.57;18.61;56.96;23.93;60.48;14.45;45.86;33.13;30.29;31.78;57.68;34.98;53.24;25.71
374;Thick-rolled sushi;Asian;4;Transformed;Savory;;Food;0.0986;4.6121;66.4608;0.0374;0.3537;0.9858;0.3612;0.0012;0.2664;0.0835;2.450;1.8831;0.2583;0.0565;0.0520;0.0602;0.2497;1737;17.5350;0.4153;0.3528;0.2319;51.35;24.82;43.32;23.87;50.72;27.2;60.94;19.57;41.63;25.42;31.76;22.86;46.33;28.81;46.52;20.69;60.2;20.97;68.35;23.8;55.92;20.4;56.65;15.74;37.68;31.53;19.26;26.63;42.54;34.79;51.77;21.9
375;Thick-rolled sushi;Asian;4;Transformed;Savory;;Food;0.1837;4.5675;68.3851;0.0574;0.3727;0.9812;0.3840;0.0012;0.2871;0.0900;2.497;2.1231;0.3067;0.0523;0.0598;0.0792;0.3189;2692;30.5311;0.4088;0.3585;0.2326;54.19;28.8;43.7;32.08;54.88;27.1;64.61;23.22;47.03;26.73;34.64;26.52;50.24;26.55;56.81;22.5;64.49;21.2;67.33;25.89;62.03;19.09;64.1;17.85;42.01;32.38;26.88;31.04;40.3;33.71;59.94;23.02
376;Small castella;Asian;Complex;Transformed;Sweet;;Food;0.2368;4.5518;66.6648;0.0463;0.3322;0.9799;0.4146;0.0012;0.2949;0.0871;2.553;1.8892;0.2350;0.0384;0.0642;0.0952;0.3131;1452;42.7577;0.5686;0.3307;0.1007;49.79;25.5;46.77;23.6;46.12;25.83;55.89;26.85;41.33;23.48;38.51;22.86;36.73;27.14;47.89;20.25;26.78;18.46;20.31;14.9;21.88;18.19;37.63;17.7;44.02;29.05;38.44;29.77;35;27.41;56.94;25.4
377;Octopus dumplings;Asian;8;Transformed;Savory;;Food;0.2556;4.5850;69.3325;0.0679;0.3245;0.9720;0.3951;0.0012;0.3112;0.0952;2.629;1.9592;0.2617;0.0455;0.0803;0.1040;0.4317;1707;36.7654;0.5601;0.3156;0.1243;37.72;26.92;28.76;24.79;31.81;24.9;53.97;24.55;38.07;25.91;27;24.64;36.39;24.68;52.37;22.3;28.82;19.24;21.03;16.82;30.94;19.2;35.47;19.36;36.93;30.07;23.97;25.68;30.35;27.02;58.4;26.56
378;Octopus dumplings;Asian;8;Transformed;Savory;;Food;0.2341;4.5042;69.5915;0.0681;0.3269;0.9724;0.3783;0.0012;0.3073;0.0914;2.521;1.9847;0.2533;0.0486;0.0849;0.0958;0.4355;2283;35.5222;0.5422;0.3222;0.1356;49.62;26.22;40.15;26.07;44.62;25.49;65.47;19.98;43.18;26.81;29.85;22.65;38.85;26.38;62.22;20.45;34.6;21.73;32.24;25.64;32.82;21.85;39.19;16.54;45.67;29.48;31.33;26.04;40.26;29.73;67.06;19.37
379;Octopus dumplings with Mayonnaise;Asian;8;Transformed;Savory;;Food;0.1015;4.7210;70.1615;0.0944;0.3339;0.9719;0.4057;0.0011;0.3195;0.0992;2.396;2.3902;0.3067;0.0556;0.0849;0.1017;0.4849;1834;26.8630;0.4645;0.3345;0.2010;49.29;25.62;34.91;24.28;49.51;23.46;63.87;21.2;44.28;26.48;29.75;22.8;44.23;27.87;59.32;19.77;33.76;19.05;31.19;22.97;34;17.99;36.13;15.77;43.47;30.88;27.28;25.61;39.57;29.23;64.58;26.05
380;Roll cake;Universal;2;Transformed;Sweet;;Food;0.2165;4.7109;65.3440;0.0362;0.3635;0.9839;0.4102;0.0012;0.2785;0.0853;2.603;2.0343;0.1700;0.0406;0.0492;0.0713;0.3073;2104;41.2494;0.4295;0.3615;0.2090;64.19;25.87;58.67;27.82;60.65;28.54;72.81;18.86;53.86;27.19;48.9;29.3;50.39;28.68;61.88;22.19;23.3;17.7;16.77;12.75;22.29;21.3;30.41;15.63;54.42;30.69;45.23;27.62;49.87;32.4;67.44;28.06
381;Roll cake;Universal;2;Transformed;Sweet;;Food;0.2325;4.6539;65.7411;0.0311;0.3769;0.9866;0.4061;0.0012;0.2736;0.0873;2.539;1.9927;0.1700;0.0397;0.0499;0.0708;0.3011;2104;42.1282;0.4352;0.3592;0.2056;60.65;23.34;59.52;22.62;55.44;22.85;68.35;23.36;54.21;24.86;50.55;25.5;49.1;24.26;64.29;22.61;25.44;18.23;24.48;16.73;24.03;18.75;28.16;19.28;52.34;29.7;45.48;27.39;43.36;28.06;70.48;26.44
382;Salted plum;Asian;6;Transformed;Savory;;Food;0.1574;4.2100;65.6492;0.0299;0.3760;0.9893;0.3948;0.0011;0.2385;0.0727;2.339;1.8443;0.2450;0.0361;0.0315;0.0624;0.1945;840;28.4414;0.6202;0.2913;0.0885;38.07;28.65;23.19;18.33;33.79;23.97;57.4;31.04;37.61;28.3;27.78;24.44;26.61;20.07;58.09;27.95;55.26;29.39;38.92;25.36;48.21;27.45;78.71;18.67;31.57;31;18.69;19.74;27;26.57;49.11;36.5
383;Salted plum;Asian;6;Transformed;Savory;;Food;0.1477;4.1753;65.4941;0.0298;0.3781;0.9895;0.3957;0.0011;0.2360;0.0721;2.337;1.8232;0.2533;0.0361;0.0298;0.0703;0.1932;868;27.8603;0.6193;0.2927;0.0880;38.16;28.12;24.88;21;28.85;22.69;61.47;25.43;34.33;26.69;22.79;16.21;28.27;25.44;52.47;27.75;53.4;30.23;34.76;23.98;46.7;28;79.53;18.27;28.95;28.46;17.18;17.46;20.61;25.92;49.69;29.35
384;Pickles (gathered);Asian;Complex;Transformed;Savory;;Food;0.2244;4.6683;66.6665;0.0364;0.3686;0.9863;0.4366;0.0011;0.2661;0.0872;2.405;2.0125;0.2767;0.0415;0.0439;0.0718;0.2754;3272;42.8145;0.4873;0.3375;0.1752;55.67;23.21;53.59;24.78;54.1;19.4;59.73;24.59;45.87;26.22;40.95;28.98;43.65;19.51;54.06;26.9;77.07;17.96;77.07;15.72;76.39;17.22;77.7;21.48;47.68;28.16;43.17;28.41;43.35;26.92;57.33;27.35
385;Pickles (spreaded);Asian;Complex;Transformed;Savory;;Food;0.2956;4.8172;67.3275;0.0453;0.3495;0.9826;0.4459;0.0011;0.2954;0.0942;2.562;2.2883;0.2900;0.0491;0.0650;0.0858;0.3608;3563;49.9927;0.4817;0.3428;0.1755;44.84;23.5;44.41;22.54;53.31;23.88;34.65;20.26;38.74;23.25;39.34;21.92;41.69;26.98;34.39;19.23;75.75;20.03;73.22;24.08;79;14.71;74.26;21.34;36.17;26.32;35.03;23.69;36.54;29.12;36.87;26.01
386;Grilled mackerel;Asian;1;Transformed;Savory;;Food;0.1323;4.3785;69.4993;0.0521;0.3738;0.9799;0.4060;0.0012;0.2700;0.0796;2.442;1.9416;0.2467;0.0422;0.0501;0.0838;0.2881;2144;24.4945;0.4577;0.3511;0.1912;42.09;28.03;40.71;29.58;27.93;21.95;57.32;24.3;35.91;26.77;34.97;30.34;24.53;21.4;47.94;22.6;64.32;23.61;69.82;20.21;49.83;24.76;72.29;19.89;34.39;29.59;34.29;32.5;19.1;22.32;49.29;25.23
387;Grilled mackerel;Asian;2;Transformed;Savory;;Food;0.1141;4.4317;67.5666;0.0398;0.3846;0.9840;0.4063;0.0011;0.2639;0.0805;2.373;1.8725;0.2417;0.0461;0.0428;0.0729;0.2531;1815;21.6375;0.4467;0.3513;0.2020;42.53;25.89;36.93;24.5;34.17;24.42;56.84;23.18;37.88;25.49;31;23.29;30.83;24.69;51.81;23.02;65.66;22.34;70;19.56;57.81;22.73;70.69;22.32;36.32;28.54;32.5;27.02;28.78;28.79;48.16;26.46
388;Grilled salmon;Asian;1;Transformed;Savory;;Food;0.1305;4.4731;66.5360;0.0334;0.3782;0.9861;0.4098;0.0012;0.2595;0.0778;2.486;1.9019;0.2067;0.0415;0.0390;0.0696;0.2347;1927;28.1023;0.4575;0.3206;0.2219;50.91;25.8;47.18;28.05;47.06;25.8;59.23;21.67;45.88;26.76;36.35;30.87;46.81;24.8;55.67;19.93;68.95;19.88;74.24;19.7;65.78;19.84;66.33;19.52;45.86;29.38;37.79;31.76;45.13;30.63;55.8;22.3
389;Grilled salmon;Asian;1;Transformed;Savory;;Food;0.1619;4.4942;67.3974;0.0380;0.3678;0.9847;0.4193;0.0012;0.2663;0.0773;2.442;1.9309;0.1867;0.0337;0.0454;0.0788;0.2434;1814;42.7855;0.5875;0.2998;0.1127;50.88;28.45;49.03;29.11;54.35;30.99;48.97;25.5;45.39;28.04;41.83;29.34;49.82;30.7;44.06;23.93;65.65;22.69;67.57;24.82;64.15;24.8;65.45;18.61;45.75;31.8;37.03;31.89;49.26;35.8;50.06;26.21
390;Grilled salmon;Asian;2;Transformed;Savory;;Food;0.1246;4.3765;66.1718;0.0346;0.3849;0.9867;0.4110;0.0012;0.2548;0.0790;2.383;1.8363;0.2133;0.0340;0.0350;0.0723;0.2303;1891;34.3113;0.5350;0.3082;0.1568;45.73;27.12;40.85;29.01;43.34;23.72;54.38;26.53;40.23;27.71;36.22;27.43;36.44;25.78;49.16;28.69;72.17;18.08;76.17;19.02;69.81;17.23;69.41;17.28;40.54;32.05;30.93;31.04;36.72;30.26;56.69;29.66
391;Deep fried shrimp;Asian;2;Transformed;Savory;;Food;0.1712;4.5989;64.0582;0.0263;0.4074;0.9887;0.4297;0.0011;0.2604;0.0853;2.545;1.8595;0.2033;0.0400;0.0394;0.0685;0.2371;2032;46.1939;0.4974;0.3970;0.1056;57.55;25.43;44.85;28.27;62.75;25.99;63.76;16.4;50.97;27.79;37.45;30;56.25;28.04;57.88;20.32;38.18;20.92;37.52;19.92;38.05;25.12;38.97;16.54;48.07;33;31;33.11;52.73;33.06;59.15;26.42
392;Deep fried shrimp;Asian;2;Transformed;Savory;;Food;0.2032;4.6107;64.2386;0.0281;0.4032;0.9879;0.4066;0.0012;0.2679;0.0841;2.616;1.9372;0.2017;0.0365;0.0453;0.0733;0.2570;2012;50.3883;0.4974;0.3970;0.1056;53.46;27.56;44.68;29.23;55.92;26.22;60.23;25.44;49.14;28.35;37.74;27.73;48.17;28.75;62.77;22.97;36.44;20.76;34;21.29;39;21.45;36.13;19.66;47.5;33.04;30.35;32.2;48.83;34.21;64.74;22.15
393;Tempura Assorted;Asian;Complex;Transformed;Savory;;Food;0.3488;4.7772;66.8916;0.0489;0.3611;0.9786;0.4097;0.0011;0.3183;0.0943;2.783;2.0132;0.2467;0.0446;0.0758;0.0913;0.3934;2743;53.9372;0.4837;0.3801;0.1362;54.69;25.99;45.81;28.7;49.5;25.18;68.24;18.01;52.18;25.57;44.63;29.53;49.24;25.63;62.24;17.8;38.53;18.59;35.94;16.2;34.47;21.6;45.03;16.02;49.06;31.58;37.38;35.86;45.5;29.1;63.62;23.96
394;Boiled pumpkin (gathered);Asian;3;Transformed;Sweet;;Food;0.0924;4.2239;63.9465;0.0236;0.3952;0.9905;0.3925;0.0012;0.2328;0.0720;2.266;1.7441;0.2067;0.0491;0.0190;0.0434;0.1848;1628;28.2337;0.6169;0.3364;0.0467;37.6;27.52;22.7;19.95;35.6;27.5;53.09;25.81;30.07;23.17;19.9;16.01;27.5;23.86;42.06;22.96;56.26;26.38;39.6;23.78;51.1;24.94;77.03;14.53;33.25;28.79;17.6;16.68;25.9;28.28;55.71;24.27
395;Boiled pumpkin (spreaded);Asian;3;Transformed;Sweet;;Food;0.1267;4.3333;64.3354;0.0274;0.3849;0.9895;0.3825;0.0012;0.2438;0.0737;2.377;1.8243;0.2067;0.0461;0.0196;0.0566;0.2232;1497;32.0245;0.6651;0.3179;0.0169;35.22;27.37;34.41;27.99;32.97;26.73;38.45;28.08;30.23;25.83;28.17;27.27;28.59;25.81;33.88;24.96;40.79;29.95;20.34;22.36;32.51;23.91;68.03;21.04;29.44;27.56;18.79;22.41;25.03;26.17;43.76;27.91
396;Steamed rice with wild vegetables(gathered);Asian;Complex;Transformed;Savory;;Food;0.2404;4.6764;67.8852;0.0572;0.3470;0.9778;0.3902;0.0011;0.3044;0.0944;2.599;2.0725;0.2750;0.0593;0.0704;0.0836;0.3919;2043;34.0447;0.4579;0.3549;0.1872;54.33;19.92;44.14;17.61;58.83;19.05;58.38;19.98;47.46;21.41;38.62;19.06;52.49;22.05;49.82;20.91;58.78;20.48;52.59;22.06;56.57;21.19;66.32;16.12;47.41;26.95;34.55;20.83;53.89;29.19;51.71;26.09
397;Steamed rice with wild vegetables (spreaded);Asian;Complex;Transformed;Savory;;Food;0.3229;4.8409;68.0752;0.0637;0.3425;0.9748;0.4139;0.0011;0.3283;0.1002;2.689;2.1900;0.2783;0.0629;0.0855;0.0951;0.4707;2401;38.9928;0.4511;0.3566;0.1923;54.46;24.67;50.13;24.21;60.97;25.24;53.57;24.19;45.51;26.44;39.11;26.12;48.6;29.7;49.83;23.01;58.44;19.03;58.08;17.78;58.87;18.74;58.46;21.04;49.13;29.31;41.58;30.26;54.4;29.82;52.8;26.84
398;Pickled eggplant (gathered);Asian;Complex;Transformed;Savory;;Food;0.1248;4.3804;64.7357;0.0312;0.3860;0.9879;0.3829;0.0012;0.2492;0.0745;2.297;1.8416;0.2600;0.0414;0.0402;0.0694;0.2307;1283;20.0024;0.3912;0.3926;0.2162;37.05;25.13;25.73;22.5;39.81;23.66;43.93;26.59;32.33;23.82;25.04;24.2;32.59;23.48;38.75;22.81;66.01;23.76;65.42;26.1;67.16;24.25;65.04;21.53;31.09;28.5;22.42;28.11;28.38;27.25;42.71;27.63
399;Pickled eggplant (spreaded);Asian;Complex;Transformed;Savory;;Food;0.1688;4.7429;66.5692;0.0476;0.3616;0.9828;0.3706;0.0012;0.2851;0.0889;2.568;2.1619;0.2950;0.0535;0.0514;0.0855;0.3253;1364;25.5856;0.4002;0.4028;0.1970;32.27;25.21;28.13;29.7;38.45;22.56;30.66;20.71;25.35;21.52;19.39;21.58;29.79;20.94;28.1;21.02;67.3;25.81;66.5;29.9;76.42;19.17;57.97;23.76;26.43;26.84;20.76;27.9;29.94;24.99;29.86;27.12
400;Kimchi (gathered);Asian;Complex;Transformed;Savory;;Food;0.1890;4.3307;67.8381;0.0467;0.3566;0.9808;0.3728;0.0012;0.2740;0.0784;2.410;1.9019;0.2167;0.0403;0.0484;0.0963;0.3374;2233;43.2374;0.6197;0.2926;0.0877;38.06;27.01;34.34;29.88;34.88;25.03;44.54;25.63;37.38;28.58;32;29.05;33.06;25.42;46.49;29.57;50.49;24.63;49.97;24.32;44.44;22.79;56.83;25.73;34.17;31.64;27.06;30.62;26.74;28.36;47.89;31.81
401;Kimchi (spreaded);Asian;Complex;Transformed;Savory;;Food;0.3689;4.7260;69.1399;0.0683;0.3016;0.9708;0.4225;0.0011;0.3299;0.1020;2.692;2.1260;0.1967;0.0422;0.0762;0.1103;0.5037;2598;60.9769;0.6317;0.2879;0.0804;40.12;25.05;36.34;25.61;31.36;22.81;52.56;22.32;43.73;27.35;39.38;27.18;31.12;23.15;60.69;23.24;46.56;23.42;41.69;22.11;35.88;17.02;62;22.71;31.18;25.63;24.14;23.12;25.09;24.93;43.84;24.38
402;steamed egg custard (egg tofu);Asian;1;Transformed;Savory;;Food;0.0894;4.3040;62.4739;0.0188;0.4231;0.9925;0.4538;0.0012;0.2094;0.0756;2.348;1.6884;0.1600;0.0429;0.0105;0.0397;0.1118;453;25.1983;0.4272;0.3697;0.2032;47.59;24.5;52.24;22.92;50.69;28.29;39.74;19.7;37.74;24.14;38.38;24.42;38.49;26.51;36.29;21.68;29.09;19.8;25.52;13.77;26.31;20.17;35.58;22.94;33.87;28.17;39.59;29.55;30.03;29.9;32.87;24.68
403;steamed egg custard (egg tofu);Asian;2;Transformed;Savory;;Food;0.1842;4.3921;62.4864;0.0189;0.4235;0.9924;0.4381;0.0012;0.2139;0.0766;2.380;1.7138;0.1383;0.0446;0.0164;0.0372;0.1283;605;37.1699;0.4311;0.3712;0.1977;46.73;22.05;50.17;26.96;46.94;17.75;42.76;20.15;39.07;22.86;41.5;29.4;35.11;19.49;40.61;17.53;30.99;22.08;22.42;16.18;26.51;20.97;45.09;22.51;35.28;26.09;37.03;30.62;31.94;24.27;36.91;22.83
404;summer roll ( spring roll);Asian;6;Transformed;Savory;;Food;0.2429;4.6902;68.2148;0.0585;0.3501;0.9788;0.3842;0.0011;0.2959;0.0843;2.436;2.1050;0.3167;0.0477;0.0631;0.0811;0.3896;3331;25.9315;0.4163;0.3460;0.2377;63.31;23.47;57.28;28.19;64.26;22.88;68.48;17.24;56.79;25.61;49.38;29.09;60.44;24.22;60.45;22.16;74.98;18.14;75.66;19.87;74.65;17.39;74.65;17.66;55.34;31.15;43.78;33.5;54.5;30.6;68.19;24.5
405;summer roll ( spring roll);Asian;6;Transformed;Savory;;Food;0.2320;4.7505;67.4172;0.0526;0.3557;0.9801;0.3595;0.0011;0.2909;0.0896;2.532;2.0715;0.3250;0.0526;0.0587;0.0842;0.3797;3231;25.2879;0.4142;0.3457;0.2401;62.89;26.74;59.07;29.25;66.41;25.24;64.94;24.49;50.12;26.97;48.73;28.66;45.38;28.24;56.34;22.74;76.27;17.89;83.89;11.26;71.21;19.69;70.38;20.13;51.5;30.65;45.36;33.79;52.59;28.86;58.97;26.53
406;summer roll ( spring roll);Asian;6;Transformed;Savory;;Food;0.2529;4.8160;66.9072;0.0522;0.3504;0.9797;0.3744;0.0011;0.2991;0.0911;2.558;2.0773;0.3083;0.0538;0.0609;0.0899;0.3809;3082;25.6788;0.4110;0.3470;0.2420;65;24.01;63.1;25.67;68.58;23.1;62.67;23.68;51.3;27.93;49.35;30.79;51.79;31.3;52.58;20.87;76.64;18.38;75.87;20.88;81.87;17.43;71.33;15.63;52.7;32.34;50.23;33.71;53.45;35.27;54.15;28.06
407;Buckwheat noodles;Asian;Complex;Transformed;Savory;;Food;0.1328;4.7513;67.1081;0.0463;0.3300;0.9826;0.3727;0.0013;0.2729;0.0890;2.408;1.9509;0.2250;0.0524;0.0529;0.0784;0.2885;1188;22.6704;0.4610;0.3196;0.2194;48.93;23.53;43;23.29;53.16;22.93;50;23.96;37.68;23.47;29.69;21.91;42.7;24.72;39.94;22.01;52.61;22.69;51.63;19.23;40.57;19.99;68;20.3;45.54;27.66;38.47;27.89;45.73;28.98;52.61;24.65
408;Buckwheat noodles with tempura batter;Asian;Complex;Transformed;Savory;;Food;0.1224;4.7843;67.0717;0.0459;0.3371;0.9829;0.3715;0.0013;0.2743;0.0897;2.375;1.9628;0.2417;0.0499;0.0542;0.0792;0.2926;1591;25.9360;0.4622;0.3370;0.2008;46.04;22.82;35.07;22.5;44.95;21.91;57.66;18.99;37.82;22.73;27.27;19.57;36.56;21.79;49.25;21.94;50.61;19.43;48.27;21.75;44.28;15.84;60.53;17.63;38.2;28.61;19.83;20.48;36.15;25.31;57.91;27.03
409;Deep-fried squid (gathered);Asian;Complex;Transformed;Savory;;Food;0.1907;4.5154;66.4991;0.0425;0.3500;0.9822;0.4076;0.0011;0.2778;0.0880;2.497;1.9102;0.2817;0.0388;0.0526;0.0684;0.3163;1634;39.7289;0.5837;0.3340;0.0823;42.03;25.36;33.29;26.98;39.57;20.59;52.89;24.05;39.19;25.99;30.66;28.72;35.93;22.08;50.51;22.59;30.67;23.98;32.14;27.97;26.43;18.04;32.83;24.34;38.6;29.67;25.43;28.79;37.5;27.32;52.71;26.71
410;Deep-fried squid (spreaded);Asian;Complex;Transformed;Savory;;Food;0.2137;4.7825;67.0135;0.0504;0.3355;0.9798;0.3879;0.0011;0.3025;0.0952;2.674;2.0694;0.2933;0.0438;0.0674;0.0786;0.3612;1591;39.8414;0.5728;0.3323;0.0949;38.51;24.34;31.29;28.18;42.98;21.66;38.97;23.31;37.02;25.49;28.11;28.17;38.19;24;43.28;23.44;25.11;19.04;20.64;16.29;24.24;21.34;30.16;17.38;34.2;29.84;22.54;29.25;35.4;29.82;42.81;27.9
